Bindas China Town,"Near B-23/A, Opposite Fortis Hospital, Sector 62, Noida","Chinese, Fast Food",₹200,11 AM to 2 AM,3
The Granny's,"E-158, Sector 63, Noida",North Indian,₹100,"11 AM to 3 PM, 7 PM to 10 PM",-
Khomchewale,"Opposite Supertech Emerald Court Exit Gate, Sector 93, Noida",Street Food,₹400,6 AM to 11 PM,2.9
Corretto House,"Opposite Gate 2, Amity University, Sector 125, Noida",Beverages,₹200,11 AM to 11 PM,3
Mehfil Chicken,"Main Market, Jagat Farms, Greater Noida, Noida",North Indian,₹100,10:30 AM to 11 PM,2.7
Ghar Ka Khana,"House No-1, Near VDS Market, Hoshiyarpur, Sector 51, Noida","North Indian, South Indian, Chinese",₹200,11 AM to 10 PM,-
Om Bhojnalaya,"Opposite Authority, Rampur Jagir Beeta -1, Greater Noida, Noida",North Indian,₹150,10 AM to 9 PM,-
Chinese Chilli Sizzler,"Block C , Tout Mall Market, Near Mother Dairy, Sector 62, Noida",Chinese,₹150,"12 Noon to 10 PM (Mon, Wed-Sun), Tue Closed",3
Brown Town,"A-64, Opposite Sai Temple, Sector 71, Noida",Bakery,₹250,10 AM to 8:30 PM,3
Shree Balaji Shudh Vaishno Hotel,"Naya Bans, Sector 15, Noida",North Indian,₹600,8 AM to 9 PM,3
Chauhan Fast Food,"Opposite Star News Building, Sector 60, Noida","Chinese, North Indian, Fast Food","₹1,300",10:30 AM to 7:30 PM,3
MealXpress,"B-30, Sector 59, Noida",North Indian,₹300,11 AM to 11 PM,3
Indian Smoke Cafe,"Hotel Golf View, 14/1, Opposite Botanical Garden Metro Station, Sector 37, Noida","North Indian, Chinese, Continental",₹400,12 Noon to 10 PM,2.9
Hot Shots,"Shop 6, Main Market, B Block, Near Apollo Hospital, Sector 26, Noida","North Indian, Chinese, Fast Food",₹400,11 AM to 11 PM,2.9
Fusion Rolls,"BK-03, Ground Floor, Sector 18, Noida","North Indian, Chinese",₹200,24 Hours,-
Adhikari Fast Food Corner,"Shop G-11, Tulip Mall, Sector 48, Noida","Chinese, Fast Food",₹350,"12 Noon to 4 PM, 6 PM to 10 PM",3
Food For U,"G-18, Ground Floor, Krishna Apra Plaza, Sector 18, Noida",North Indian,₹400,10 AM to 10 PM,3
The Roll Van,"Plot 1, Sector 45, Noida",Mughlai,₹350,9 AM to 6 PM,3.1
Chick N Chops,"4, VDS Market, Sector 51, Noida",Raw Meats,₹150,11 AM to 11 PM,3
Aggarwal Bikaji Sweets,"Main Dadri Road, Surajpur, Greater Noida","Chinese, North Indian, South Indian",₹250,11 AM to 11 PM,-
eTiffins,"B1 43, Sector 36, Greater Noida, Noida",North Indian,₹150,9:30 AM to 10 PM,-
Ishwar,"Priyadarshni Park, Near Metro Hospital, Sector 12, Noida",Chinese,₹150,8 AM to 12 Midnight,-
Snacks Point,"17, A Block Market, Sector 55, Noida",North Indian,₹800,"11 AM to 11:30 PM (Mon, Wed-Sun), Tue Closed",2.9
Sanjay Pandit Bhojnalaya,"Khoda Colony, Deepak Vihar, Sector 58, Noida",North Indian,₹200,11 AM to 11 PM,-
WTF - World's Tastiest Food,"Sector 41, Noida","North Indian, Chinese",₹100,7 AM to 8 PM,-
Govinda's,"A-5, Sector 33, Noida","North Indian, South Indian",₹200,11:30 AM to 9:45 PM,-
Paranthas Hub,"G 8, Krishna Apra Plaza, Alpha 1, Commercial Belt, Greater Noida, Noida","Street Food, North Indian",₹700,9 AM to 9 PM,-
Busikit,"D 205, Sector 10, Noida",Fast Food,₹200,11 AM to 11 PM,-
Cubes,"Sigma Towers, Sector 44, Noida","Chinese, Continental, Italian",₹500,9 AM to 5 PM (Mon-Sun),2.9
Soya Chaap,"Main Market, Jagat Farm, Greater Noida, Noida",North Indian,₹400,10 AM to 10 PM,-
The Dhaba,"GF 28, City Plaza, Gaur City, Sector 4, Noida","North Indian, Chinese",₹150,10 AM to 9 PM,-
Southern Santushti Cafe,"Ground Floor, A-44/45, M Block, Galaxy IT Park, Sector 62, Noida",South Indian,₹500,10:30 AM to 10:30 PM,3
Om Sai Vaishno Bhojanalaya,"Near ESIC Hospital, Sector 22, Noida",North Indian,₹550,10 AM to 9 PM,-
H2 Continental,"Lane 1, Pradhan Market, Opposite Uflex Company, Sector 66, Near Sector 71, Noida","North Indian, Chinese",₹250,"12 Noon to 10 PM (Mon, Wed-Sun), Tue Closed",-
Vyanjan,"Shop 137, District Court Complex, Industrial Area, Phase-II, Near Sector 83, Sector 83, Noida","North Indian, Chinese",₹425,9 AM to 9 PM,3
Cookie House,"Sector 47, Noida",Desserts,"₹1,000",11 AM to 11 PM,-
Lacco's Pizza,"CM 121, 1st Floor, MSX Mall, Industrial Area Site - 4, Swarn Nagri, Near Greater Noida, Noida","Italian, Pizza",₹600,8 AM to 11 PM,-
Mosaic - Crowne Plaza,"Crowne Plaza Greater Noida, Institutional Green 1, Surajpur Chowk, Greater Noida, Noida","Bakery, Desserts",₹100,11:30 AM to 1 AM,3
Cherry's,"Unit 4, Amenity Block, Unitech Infospace, Sector 135, Near Sector 132, Noida",Fast Food,₹350,10 AM to 10 PM,-
Homly Foodz,"Sector 12, Noida","North Indian, South Indian, Chinese",₹250,10 AM to 7 PM,-
Baker's Zone,"AK Plaza, Jagat Farm, Greater Noida, Noida","Bakery, Desserts, Fast Food",₹300,"11 AM to 3 PM, 6 PM to 11 PM",-
Tiffinee,"Sector 132, Noida",North Indian,₹600,"9 AM to 9 PM (Mon-Sat), 3 PM to 9 PM (Sun)",3
New China Bowl,"Sector 34, Noida","Chinese, Fast Food",₹350,9 AM to 9 PM,3
Heaven Hookah Lounge,"Shop 11, Lower Ground Floor, Jaipuria Plaza, Sector 26, Noida","Fast Food, Chinese",₹400,10 AM to 11 PM,-
The Roll Van,"Plot 1, Sector 93, Noida",Mughlai,₹150,12:30 PM to 9:30 PM,2.9
Hot & Crispy Chinese Food,"Sector 126, Near Sector 127, Noida",Chinese,₹300,"12 Noon to 4:30 PM (Mon-Sat), Sun Closed",-
Bhati,"16, Amritpuram, Gamma 1, Greater Noida, Noida","Fast Food, North Indian, Chinese, South Indian",₹350,11 AM to 10:30 PM,3
Chik & Mo's,"Atta Sabji Mandi, Sector 27, Noida","Chinese, North Indian, Fast Food",₹100,10 AM to 9 PM,-
Sagar Dhaba,"Yadav Complex, Nayabans, Sector 16, Noida",North Indian,₹300,11:30 AM to 11 PM,-
The Maggi Junction,"Sector 55, Noida",Fast Food,₹400,9 AM to 8 PM,2.9
Shivani Food & Snacks,"47, 1st Floor, Omaxe Arcade, Near NRI City, Pari Chowk, Greater Noida, Noida","Fast Food, North Indian, Street Food, Chinese",₹300,9 AM to 11 PM,-
Red Mango,"2nd Floor, A K Plaza, Jagat Farm, Sector Gama 1, Greater Noida, Noida","North Indian, Chinese",₹200,24 Hours,-
Cafe Amigos,"Shop 1/2, Mahendra Pradhan Market, Knowledge Park, Phase 1, Greater Noida, Noida",Fast Food,₹900,12 Midnight to 11:45 PM,-
Sip N Bite,"Shop 3, Lagerstroemia Shopping Complex, Knowledge Park 1, Near Kailash Hospital, Greater Noida, Noida",Bakery,₹300,10:30 PM to 4 AM,-
Tea Lounge - Jaypee Greens,"Jaypee Greens Golf & Spa Resort, G Block, Surajpur, Noida",Cafe,₹300,11 AM to 4 AM,-
Super Cake Shop,"Jaipuria Plaza, Sector 26, Noida","Bakery, Desserts",₹300,11 AM to 11 PM,-
Chinese Chilli Sizller,"Near Eldeco Studio, A Block, Sector 93, Noida",Chinese,₹400,10 AM to 10 PM,-
Luncheon,"C-315, Sector 10, Noida",North Indian,₹350,10 AM to 11 PM,-
Food Junction,"N S 7, Alpha 2, Greater Noida, Noida","North Indian, Chinese, Fast Food",₹350,12 Noon to 10 PM,-
Yours Deliciously,"45, 2nd Floor, Sab Mall, Sector 27, Noida","Cafe, Fast Food, Desserts",₹200,12 Noon to 11 PM,-
Bite N Sip,"Main Road, Near Ansal Mall, Tugalpur, Greater Noida, Noida",Street Food,₹500,8 AM to 10 PM,2.9
L'amore,"Ground Floor, D-5, Logix Infotech Park, Sector 59, Noida","Bakery, Desserts, Fast Food",₹250,9 AM to 11 PM,-
Wasim Biryani Center,"Near Saba Apartment, Main Dadri Road, Sector 44, Noida",North Indian,"₹1,000",10 AM to 11 PM,-
24*7 Pet Pooja,"M-29/A, Basement, Sector 66, Near Sector 65, Noida","North Indian, Chinese",₹350,10 AM to 10:30 PM,-
Delhi Food Factory,"Near Central Market, Sector 50, Noida",North Indian,₹300,12 Noon to 10:30 PM,-
Eatlo Night Delivery,"Sector 65, Noida","Street Food, Fast Food",₹250,"11:30 AM to 10 PM (Mon, Wed-Sun), Tue Closed",2.9
Mirchievous,"Noida 121, Homes 121, Sector 71, Noida",North Indian,₹250,24 Hours,3
BRS Kitchen,"Plot 357, Near Dainik Jagaran, Sector 63, Noida","North Indian, Chinese",₹400,11 AM to 11 PM,-
Royal Surprise Bakery,"Amrapali Sapphire, LG-03, Sector 44, Noida","Bakery, Fast Food",₹450,9 AM to 10 PM,-
Chicken Kraft,"Shop 39-A, Behind HDFC Bank, Sector 110, Noida","Raw Meats, North Indian","₹1,200",8 AM to 10 PM,-
Bawarchi,"Sector 134, Near Sector 132, Sector 132, Noida","North Indian, Mughlai, Fast Food",₹150,12 Noon to 11 PM,-
Vivino - Hotel Golf View,"Hotel Golf View, 14/1, Opposite Botanical Garden Metro Station, Sector 37, Noida",Continental,₹500,11 AM to 11 PM,-
Shagun Sweets,"S-1, Gamma Shopping Mall, Opposite APJ College, Greater Noida, Noida","Mithai, Street Food",₹150,10:30 AM to 11 PM,-
MooMitha,"B-106, Sector 65, Noida","North Indian, Chinese",₹150,11:30 AM to 11 PM,3
Roshni Chicken Biryani & Fast Food,"Gamma 1, Main Market, Near OBC Bank, Greater Noida, Noida","Street Food, Biryani, Chinese",₹250,11 AM to 11 PM,-
Goyal Dhaba,"Amritpuram Market, Jagat Farm, Near Raja Bhaba, Greater Noida, Noida",North Indian,₹400,11 AM to 6 PM,-
Rishu Chinese Food,"I-Block Market, Near Shiv Mandir, Sector 22, Noida","Chinese, Thai",₹300,11:30 AM to 11 PM,-
Dragon,"MX Mall, Commerical Complex Belt, Alpha-1, Greater Noida, Noida",Chinese,₹400,11 AM to 11 PM,-
Pizza Anytime,"D-143, Sector 40, Noida",Pizza,₹350,11:30 AM to 11 PM,-
Kabab Company,"3rd Floor, Food Court, The Great India Place Mall, Sector 38, Noida",North Indian,₹100,"11 AM to 4 PM, 6:30 PM to 11 PM",-
Anjali Sweets,"SKI, V.D.S Market, Sector 93, Noida","Mithai, Street Food",₹400,11 AM to 11 PM,-
Aggarwal Bikaneri Sweets & Restaurant,"Rajiv Vihar, Khora Village, Sector 62, Noida","Desserts, Street Food",₹500,10:30 AM to 10:30 PM,-
Pepper Twist,"180, Dondapati, Sector 29, Noida","North Indian, Chinese, Mughlai",₹500,11 AM to 10 PM,-
Tandoori Corner,"Main Road, Gijhor, Near CNG Pump, Sector 53, Noida","North Indian, Chinese",₹600,10 AM to 2 AM,-
Nukkad Bites,"Shop K2 -K5, 2nd Floor, Spice World Mall, Sector 25A, Sector 25, Noida","North Indian, Fast Food",₹200,8 AM to 11 PM,-
Kitchen Vatika,"72, Jagat Farm, Greater Noida, Noida","North Indian, Chinese",₹300,10:30 AM to 10 PM,-
Cream Bell,"Food Court, Spice World Mall, Sector 25, Noida",Ice Cream,₹500,11 AM to 11 PM,-
Desi Food Express,"C-41, Sector 57, Noida","North Indian, Chinese",₹550,11 AM to 11 PM,-
Fun Magic,"Shop 4, Civitech Samprati Market, Sector 77, Near Sector 72, Noida","North Indian, Chinese",₹300,11 AM to 11 PM,-
La - Cuisine Restaurant,"Shop 5, Gaur Granndeur, Sector 119, Near Sector 72, Noida","North Indian, Chinese",₹600,11 AM to 11 PM,-
Hunger Station,"Shop 1, F Block Shimla Market, Sector 12, Noida","North Indian, Chinese",₹400,"11 AM to 4 PM, 6 PM to 11 PM",-
B Bawarchi Restaurant,"Shop 2-3, Opposite Jaypee Cosmos, Near Adobe, Sector 134, Taj Express Highway, Noida","North Indian, Mughlai, Chinese","₹1,500",10 AM to 10:30 PM,-
Sip & Snacks,"MSX Mall Site - 4, Greater Noida, Noida",Fast Food,₹300,10 AM to 10 PM,-
Made In Punjab,"3rd Floor, DLF Mall Of India, Sector 18, Noida","North Indian, Mughlai",₹300,7 PM to 3 AM,-
B Tamang Chinese Restaurant,"E-4/7, Sector 56, Noida","Chinese, Fast Food",₹500,10 AM to 10 PM,-
Red Chill,"Yatharth Hospital, Omega-1, Yamuna Authority Complex, Greater Noida, Noida",Chinese,₹200,11 AM to 11 PM,-
Rama's Kitchen,"Sector 41, Noida","North Indian, Chinese",₹100,12 Noon to 12 Midnight,-
Standard Sweets & Confectioners,"6 & 7, Y 349C, Near Sabzi Mandi, Sector 12, Noida",Mithai,"₹2,500",8 AM to 10 PM,-
Golden Chaat,"Ground Floor, MSX Mall, Greater Noida, Noida",Fast Food,₹550,11 AM to 11 PM,-
Silver Bar - Jaypee Delcourt,"Jaypee Delcourt, Level 1, Jaypee Greens, Near Golf Course, Golf Course, Noida",Finger Food,₹300,"7 AM to 11 AM, 7 PM to 11 PM",-
Amrit's Agni Multi Cuisine Restaurant,"M-7, 1st Floor, Opposite Samvedana Hospital,  Sector 48, Noida","North Indian, Chinese, Fast Food",₹300,11 AM to 11 PM,-
Punjabi Tadka,"T- Block Market, Near Power House, Sector 11, Noida","North Indian, Chinese",₹600,10 AM to 10 PM,-
Chinese Tasty Food Corner,"Near Kanchenjunga Market, Sector 61, Noida",Chinese,₹250,10 AM to 10 PM,-
Punjabi's Food Point,"Shop 20, Ashirwad Complex, Opposite Pathways, Sector 104, Near Sector 110, Noida","North Indian, Chinese, Mughlai",₹100,10 AM to 9 PM,-
Kathi King,"Opposite HCL Building, Sector 125, Noida",Street Food,₹450,12 Noon to 11 PM,-
New Satguru Restaurant,"Main Dadri Road, Sector 44, Noida",North Indian,₹150,"12 Noon to 10:30 PM (Mon-Sat), Sunday Closed",-
Shahenshah,"Shop 2, Mukhiya Market, Near MITR Hospital, Sector 37, Noida",North Indian,₹500,08:30 AM to 1 AM,-
Sher-E-Punjab,"2, Main Dadri Road, Sector 44, Noida",North Indian,₹300,11 AM to 11 PM,-
The Big Chill Cakery,"Lower Ground Floor, DLF Mall Of India, Sector 18, Noida","Bakery, Desserts",₹800,12 Noon to 8 PM,-
Top Food,"Plot K, Near Watertank, NSEZ, Phase 2,  Near Sector 110, Noida","North Indian, Chinese",₹200,9 AM to 10 PM,-
Patiala Darbar,"LG-07, Amrapali Sapphire, Phase-1 Commercial, Sector 45, Noida","Mughlai, Chinese, Lebanese","₹1,500",7 AM to 10 PM,-
Peniel Restaurant,"Near Jaypee Hospital, Sector 132, Noida","South Indian, North Indian",₹400,11 AM to 11 PM,-
Cafe Resto - Jaypee Delcourt,"Jaypee Delcourt, Level 1, Jaypee Greens, Near Golf Course, Golf Course, Noida","North Indian, Chinese, Continental",₹200,9 AM to 10 PM,-
Snackswale,"Shop 16, Ground Floor, Paras Tiera, Sector 137, Near Sector 132, Noida","North Indian, Fast Food",₹350,8 AM to 10 PM,-
EatKart,"B-336, Sector 122, Near Sector 71, Noida","North Indian, South Indian",₹300,4 PM to 10 PM,-
Flavours,"Shop 11, JM Orchid, Sector 76, Near Sector 72, Noida","North Indian, Chinese",₹350,12 Noon to 10 PM,-
Radha Rani Bakery,"A-5, Iskcon Temple, Opposite NTPC, Sector 33, Noida","Bakery, Desserts",₹150,9 AM to 10 PM,-
Super Cake Shop,"Near Jaypee Hospital, Sector 132, Noida","Bakery, Desserts",₹300,10:30 AM to 10 PM,-
Friend's Cafe,"Tankiwala Road, Sector 5, Noida","North Indian, Chinese",₹250,11 AM to 10 PM,-
Chicken Chobara,"Shop 9, Amritpuram Market, Jagat Farm, Greater Noida, Noida","North Indian, Mughlai",₹150,11 AM to 11 PM,3
Baba Chinese Fast Food,"B-Block, Opposite Fatherangle School, Sector 62, Noida",Chinese,"₹1,000","11 AM to 4 PM, 6 PM to 11 PM",-
Bansiwala Restaurant,"G 11, Harsha Mall, Alpha 1, Greater Noida, Noida",North Indian,₹250,8 PM to 4 AM,-
Buddha Xpress,"C 88 B, Sector 8, Noida","Japanese, Chinese, Thai",₹150,11 AM to 11 PM,-
Breadz,"World of Wonders, Sector 38, Noida","Bakery, Fast Food",₹500,10 AM to 10 PM,-
Kuldeep Ke Mashoor Paranthe,"Sector 16, Noida",Street Food,₹250,11 AM to 11 PM,-
Purwanchal Rasoi,"KS - 1, I Block Canteen, Near Astha Hospital, Alpha 2, Greater Noida, Noida",North Indian,₹350,11 AM to 11 PM,-
Hasty Tasty Fast Food,"Opposite HCL, N 1, Sector 58, Noida","North Indian, Chinese",₹250,11 AM to 11 PM,-
Royale Bakers,"Site 4, MSX Mall, Khasna Industrial Area, Greater Noida, Noida","Bakery, Fast Food, Desserts",₹200,10 AM to 10 PM,-
Standard Sweets & Confectioners,"Shop P 38/7, Sector 12, Noida","Desserts, Street Food",₹300,11 AM to 6 PM,-
Maa Vaishno Chat Bhandar,"K2D68, Near Jaipuria Plaza, Sector 26, Noida",Street Food,₹350,10 AM to 10 PM,-
Bhog Delivery,Delivery Only,North Indian,₹250,"9 AM to 10 PM (Mon-Sat), 5 PM to 10 PM (Sun)",-
Royale Bakers,"Grand Omaxe Society, Sector 93, Noida","Bakery, Fast Food, Desserts",₹200,10 AM to 6 PM,-
Chit Chat Corner,"Shop 2, Gaur Grandeur, Sector 119, Near Sector 72, Noida","Chinese, Street Food, Bakery",₹200,10 AM to 11 PM,-
Fresh Corner,"2nd Floor, Ansal Plaza Mall, Greater Noida, Noida",Fast Food,₹500,10 AM to 10 PM,-
Taco Street,"Shop # A-1 & A-2, J.S. Plaza, Tugalpur Road, Near Pari Chowk, Behind Ansal Plaza, Greater Noida, Noida UP, Greater Noida","Fast Food, American",₹500,10 AM to 10 PM,-
The Chicken Licken,"E-4/2, Sector 56, Noida","North Indian, Mughlai",₹600,11 AM to 11 PM,-
Night Food Delivery,"Sector 50, Noida","North Indian, Chinese",₹100,10:30 AM to 11 PM,-
Chaska Yaarada,"Bhangel Gejha Road, Chauhan Market, Near Yatharth Hospital, Sector 110, Noida",North Indian,₹200,"11 AM to 3:30 PM, 6 PM to 12:30 AM",-
Evergreen Food Point,"Krishna Apra Plaza, Alpha 1, Commercial Belt, Greater Noida, Noida",Fast Food,₹500,11 AM to 10 PM,-
Doon Dhaba,"B Block Market, Near Fortis Hospital, Sector 62, Noida","North Indian, Chinese",₹200,11 AM to 11 PM,-
Hotel Tamilnadu,"1st Floor, Street 1, Near Airtel Office, Jagat Farm, Greater Noida, Noida",South Indian,₹200,11 AM to 11 PM,-
Food As Mood,"W-P04, C Block, Sector 71, Noida","North Indian, South Indian, Chinese",₹300,11 AM to 11 PM,-
Kathi Roll,"Jagat Farm, Gamma 1, Opposite OBC Bank, Greater Noida, Noida","Street Food, Fast Food",₹100,9:30 AM to 6:30 PM,-
Icy Curls,"Opposite Gate 2, Amity University, Sector 126, Near Sector 127, Noida","Desserts, Ice Cream",₹200,9 AM to 12 Midnight,-
Heart Stopper Coffee Cafe,"K-1/F, 153-A, Sector 27, Noida",Fast Food,₹200,8 AM to 10 PM,-
Double Doze Cafe,"Opposite Amity University, Gate 2, Sector 125, Noida","Chinese, North Indian, Continental",₹600,11 AM to 11 PM,-
Cafe Buddy's,"Wegmen's Business Park, Knowledge Park 3, Greater Noida, Noida",Fast Food,₹150,11 AM to 10 PM,-
Desh Pardesh,"Plot 9, Sector 9, Tech Zone, AMR Adventure Mall, Greater Noida, Noida","Chinese, North Indian","₹1,200",10 AM to 7 AM,-
Simla Bakery,"Atta Market, Sector 27, Noida",Bakery,₹100,11 AM to 11 PM,-
Nando's,"DLF Mall of India, Sector 18, Noida","Portuguese, African",₹150,10 AM to 11 PM,-
Sikandrabad Ki Chicken,"Amritapuram, Greater Noida, Noida",North Indian,₹350,10:30 AM to 10:30 PM,-
Shahi Chicken Biryani,"Labour Chowk, Sector 58, Noida","North Indian, Biryani",₹400,11 AM to 11 PM,-
New Dragon Chinese Fast Food  & Paranthey Wala,"C 28-29, Logic Cyber Park, Opposite Samsung Tower, Sector 62, Noida","Chinese, Street Food",₹200,11 AM to 10 PM,-
Mohan Di Hatti,"CP Market, Behind Ansal Plaza Mall, Tugalpur, Greater Noida, Noida",North Indian,₹250,11 AM to 11 PM,-
Sharma Hotel,"Labour Chowk, Sector 58, Noida",North Indian,₹650,11 AM to 10 PM,-
A One Biryani House,"Parsvnath Bibhal Plaza, Alpha 1, Commercial Belt, Greater Noida, Noida","Biryani, Fast Food",₹700,11 AM to 10 PM,-
Food Stop,"Main Highway, Hanuman Vihar, Sector 49, Noida","North Indian, Chinese",₹350,10 AM to 5 AM,-
Taste Of India,"Grand Omaxe, Sector 93B, Sector 93, Noida","North Indian, Chinese",₹300,10 AM to 11 PM,-
Flying Cakes,"Jagat Farm, Greater Noida, Noida",Bakery,₹300,"11 AM to 4 PM, 6 PM to 10 PM",-
The Kitchen Factory,"A-26, Sector 3, Noida",North Indian,₹200,11 AM to 4 PM,-
Super Cake Shop,"Near Shani Mandir, Sector 66, Near Sector 65, Noida",Bakery,₹700,10 AM to 10 PM,-
Antaryami Paratha Corner,"A-15, Sector 4, Noida",Street Food,₹150,10 AM to 10 PM,-
The Grill @ 120,"Shop 1, Amrapali Zodiac, Sector 120, Near Sector 72, Sector 72, Noida","North Indian, Chinese","₹1,600",10 AM to 11 PM,-
Om Food Corner,"Behind Bank of Baroda, Alpha Commercial Belt - Alpha 1, Greater Noida, Noida","Street Food, North Indian",₹600,11 AM to 10 PM,-
Zizo,"405-406, 3rd Floor, DLF Mall Of India, Sector 18, Noida","Lebanese, Mediterranean, Middle Eastern, Arabian",₹300,11 AM to 11 PM,-
Heavens Food Xprs,"Main Market, Sector 50, Noida","North Indian, Mughlai, Chinese",₹350,10 AM to 10 PM,-
China Hot Pot,"Main Road, Film City , Sector 16 A, Noida",Chinese,₹450,10 AM to 10 PM,-
Bean Machine & Co.,"Lounge 121, Homes 121, Sector 121, Near Sector 71, Noida","Cafe, Mexican, American, Italian",₹400,"10 AM to 10 PM (Mon, Wed-Sun), Tuesday Closed",-
Media Hub,"Near BHEL, Gupta Chowk, Film City, Sector 16, Noida","Chinese, North Indian",₹550,12 Noon to 10 PM,-
Not Just Dosa,"3rd Floor, Food Court, The Great India Place Mall, Sector 38, Noida",South Indian,₹200,11 AM to 10:45 PM,-
Pizza Junction,"Shop 3, C 134 B, Supertech Shopprix Mall, Sector 61, Noida","Fast Food, Pizza",₹200,2 PM to 2 AM,-
Sharma Restaurant,"Opposite Domino's Pizza, Sector 18, Noida","North Indian, South Indian, Fast Food",₹400,11 AM to 9:30 PM,-
Asli Alam Moradabadi,"Near Labour Chowk, Khoda, Sector 58, Noida","North Indian, Biryani",₹350,10:30 AM to 11 PM,-
Moms Food,"18, Mothers Pride Society, Sector 93, Noida",North Indian,₹600,11 AM to 11 PM,-
Green Vally Chinese Food,"Market 5, Opposite Bal Bharti Public School, Sector 25, Noida",Chinese,₹300,4 PM to 11 PM,-
Heavens Food Xprs,"Main Market, Sector 110, Noida","North Indian, Mughlai, Chinese",₹500,10 AM to 10 PM,-
Shama Chicken Corner,"Sangam Guest House, Nayabans, Sector 15, Noida",Mughlai,₹250,10:30 AM to 10:30 PM,-
Gauranga Sweets,"15, Jal Vayu Vihar Shopping Complex, Sector 25, Noida",Mithai,₹400,11 AM to 10:30 PM,-
Wichway,"Opposite Amity University Gate 2, Sector 125, Noida","Fast Food, Beverages",₹200,1 PM to 11 PM,-
Modi's Baker's Zone,"Shop 10-11, A.K. Plaza, Jagat Farm, Greater Noida, Noida","Bakery, Fast Food",₹100,4 PM to 10 PM,-
Chinese Fast Food,"Krishna Plaza, Alpha 1, Commercial Belt 1, Greater Noida, Noida","Street Food, Chinese",₹200,1 PM to 3:30 PM,-
Pooja Pastry Shop,"5 Lower Ground Floor, Eldeco Shopping Arcadia, Greater Noida, Noida",Bakery,₹450,10 AM to 7:30 PM,-
Mrs. Kaur’s Kitchen,"Sector 18, Noida",North Indian,₹250,11 AM to 10 PM,-
Nabab's Tandoori,"D-1121, Sector 62, Noida","North Indian, Chinese",₹500,"11 AM to 3:30 PM, 6 PM to 10:45 PM",-
Bikaner,"Main Market, Jagat Farm, Greater Noida, Noida","Desserts, Mithai, Street Food",₹350,12 Noon to 11 PM,-
Rouch Hous Hookah Lounge,"46, Ganga Shopping Complex, Sector 29, Noida","Chinese, Italian",₹400,11 AM to 10 PM,-
Quick Chick,"GF 9-11, Parsvnath Bibhab Plaza, Alpha 1, Commercial Belt, Greater Noida, Noida","Raw Meats, Fast Food",₹500,11 AM to 11 PM,-
The Big Chefs,"C-7/2, Near Shiv Mandir, Sector 31, Noida","Mexican, Lebanese, Italian",₹250,"2 PM to 9:30 PM (Mon-Fri), 12 Noon to 9:30 PM (Sat-Sun)",-
Urban Zaika,"B Block, Central Market, Sector 50, Noida","North Indian, Mughlai, Chinese",₹400,11 AM to 11 PM,-
Little China,"Near Metlife, Sector 135, Near Sector 132, Noida",Chinese,₹400,10 AM to 10 PM,-
Food Junction,"Knowledge Park 2, Bus Stop, Greater Noida, Noida",Chinese,₹450,9 AM to 10 PM,-
Rasoi Dil Se,"B-40/B-3, Near Canara Bank, Sector 1, Noida","North Indian, Chinese, Continental",₹300,11 AM to 11 PM,-
Love Restaurant,"Knowledge Park II, Greater Noida, Noida","North Indian, Chinese",₹100,1 PM to 11 PM,-
Tandoori Junction,"G-17, Max Tower 1, Commercial Belt, Alpha 1, Greater Noida, Noida",North Indian,₹150,11 AM to 12 Midnight,-
Tiwari Fast Food Corner,"Krishna Apra Plaza, Alpha 1, Commercial Belt, Greater Noida, Noida",Fast Food,₹150,8 AM to 10 PM,-
Shri Adarsh Kulfi,"Ground Floor, MSX Mall, Greater Noida, Noida",Desserts,₹200,12 Noon to 10 PM,-
Shahi Swaad,"Shop 40, Tej Pal Singh Market,
Wazidpur, Sector 63, Noida","Street Food, Fast Food",₹400,"10 AM to 3 PM, 7 PM to 10 PM",-
FoodJugaad,Delivery Only,North Indian,₹150,11 AM to 11 PM,-
Bunty Tandoori Junction,"G 17, Block A, Max Tower 1, Alpha Commercial Belt, Greater Noida, Noida","North Indian, Fast Food",₹700,8 AM to 11:30 PM,-
Hunger Run,"Opposite HCL Building, Sector 1, Noida",North Indian,₹300,9 AM to 9 PM,-
UBG Food,"B1/23, GB Nagar, Sector 18, Noida","North Indian, Chinese, Continental",₹700,10 AM to 10 PM,-
Raja Restaurant,"Main Road, Near Ansal Mall, Tugalpur, Greater Noida, Noida",North Indian,₹600,9 AM to 10 PM,-
Essen Foods,"Shop 2, Vill Mamura, Sector 66, Near Sector 59, Sector 59, Noida","North Indian, Mughlai, Chinese",₹250,10:30 AM to 10 PM,-
Handi Mitran Di,"Shop 21, Amar Pali Zodiac, Sector 120, Near Sector 125, Sector 125, Noida","Mughlai, North Indian, Chinese",₹200,9 AM to 9 PM,-
The Cake Shop,"Shop A-79, Opposite Kotak Mahindra Bank, Sector 110, Noida","Bakery, Fast Food",₹200,10 AM to 10 PM,-
Chinese Food Corner,"Main Road, Near Delta Shopping Complex , Delta 1, Greater Noida, Noida",Chinese,₹300,11 AM to 10 PM,-
Cream Bell Ice Cream Delivery,"F-74, Sector 8, Noida",Desserts,₹100,11 AM to 10 PM,-
Riyaz Biryani Corner,"29, Block X, 1A, Sector 12 Market, Sector 12, Noida",Biryani,₹250,11 AM to 10:30 PM,-
Salman Hotel,"Labour Chowk, Sector 58, Noida",Mughlai,₹500,10 AM to 12 Midnight,-
